nombre,tipo,eslora,manga,calado,año,origen,bandera,imo,puertoDestino,urlPuertoDestino,puertoOrigen,urlPuertoOrigen,ETA,ETAPredecido,distancia,tiempo,rumbo,velocidad,caladoActual,estadoNavegacion,ultimaPosicionRecibida,MMSI,signal,GT,DWT,TEU,crudo,grano,fardo,puerto01_nombre,puerto01_llegada,puerto01_salida,puerto01_tiempo,puerto02_nombre,puerto02_llegada,puerto02_salida,puerto02_tiempo,puerto03_nombre,puerto03_llegada,puerto03_salida,puerto03_tiempo,puerto04_nombre,puerto04_llegada,puerto04_salida,puerto04_tiempo,puerto05_nombre,puerto05_llegada,puerto05_salida,puerto05_tiempo
MSC NELA,Container Ship,400,61,,2019,,Panama,9839296,,,,,,,,,163.6°,19.6 kn,14.5 m,Under way,"Apr 22, 2023 16:33 UTC",356234000,HP7585,228741,228111,,-,-,-,"Port Said East, Egypt","Apr 20, 11:58","Apr 22, 03:09",1d 15h,"Gioia Tauro, Italy","Apr 15, 16:37","Apr 17, 09:42",1d 17h,"Valencia, Spain","Apr 11, 17:53","Apr 13, 23:48",2d 5h,"Barcelona, Spain","Apr 7, 11:45","Apr 10, 13:26",3d 1h,"Gioia Tauro, Italy","Apr 4, 04:53","Apr 5, 18:35",1d 13h
MSC ISABELLA,Container Ship,400,61,,2019,,Panama,9839272,,,,,,-,,,48.9°,12.0 kn,11.8 m,-,"Apr 21, 2023 05:40 UTC",353590000,HP3521,228741,224999,,-,-,-,"Singapore, Singapore","Apr 19, 03:29","Apr 21, 01:04",1d 21h,"Jebel Ali, United Arab Emirates (UAE)","Apr 5, 16:08","Apr 7, 11:00",1d 18h,"Khalifa, United Arab Emirates (UAE)","Apr 4, 04:44","Apr 5, 12:00",1d 7h,"Kulayyah, Saudi Arabia","Mar 27, 21:45","Mar 29, 07:56",1d 10h,"Port Said East, Egypt","Mar 24, 19:26","Mar 26, 03:25",1d 7h
MSC MINA,Container Ship,400,61,,2019,,Panama,9839260,,,,,,,,,286.2°,17.7 kn,16.1 m,-,"Apr 22, 2023 06:16 UTC",351862000,3ENB2,228741,224983,,-,-,-,"Tanjung Pelepas, Malaysia","Apr 20, 06:52","Apr 21, 12:25",1d 5h,"Yantian, China","Apr 15, 10:02","Apr 16, 12:35",1d 2h,"Hongqiao, China","Apr 12, 08:51","Apr 13, 12:30",1d 3h,"Ningbo, China","Apr 9, 00:46","Apr 11, 05:53",2d 5h,"Laem Chabang, Thailand","Mar 26, 13:48","Mar 28, 21:14",2d 7h
MSC ARINA,Container Ship,400,61,,2019,,Panama,9839284,,,,,,-,,,300.2°,0.0 kn,14.3 m,Moored,"Apr 22, 2023 23:26 UTC",374607000,H9BV,228741,224983,,-,-,-,"Barcelona, Spain","Apr 22, 06:51",-,-,"Gioia Tauro, Italy","Apr 18, 20:42","Apr 20, 12:23",1d 15h,"Port Said East, Egypt","Apr 15, 13:44","Apr 16, 14:30",1d,"As Suways (Suez) Anch., Egypt","Apr 14, 20:20","Apr 15, 03:32",7h 12m,"Singapore, Singapore","Apr 2, 00:43","Apr 4, 01:54",2d 1h
MSC SIXIN,Container Ship,400,61,,2019,,Panama,9839301,,,,,,,,,206.8°,15.9 kn,15.5 m,-,"Apr 21, 2023 05:28 UTC",370711000,HP2652,228741,224983,,-,-,-,"Yantian, China","Apr 20, 01:15","Apr 20, 23:57",22h 41m,"Xiamen, China","Apr 17, 18:40","Apr 19, 04:41",1d 10h,"Hongqiao, China","Apr 14, 23:49","Apr 16, 02:02",1d 2h,"Ningbo, China","Apr 11, 05:52","Apr 13, 07:38",2d 1h,"Busan New Port, Korea","Apr 2, 14:46","Apr 3, 17:44",1d 2h
HMM GDANSK,Container Ship,400,61,,2020,,Panama,9863326,,,,,,-,,,212.7°,0.0 kn,10.9 m,Moored,"Apr 22, 2023 22:48 UTC",374241000,3FXA4,228283,232606,,-,-,-,"Ningbo, China","Apr 22, 17:41",-,-,"Hongqiao, China","Apr 16, 08:35","Apr 17, 10:07",1d 1h,"Qingdao, China","Apr 13, 11:23","Apr 14, 17:45",1d 6h,"Busan New Port, Korea","Apr 9, 14:45","Apr 11, 02:31",1d 11h,"Singapore, Singapore","Mar 27, 20:47","Mar 29, 01:21",1d 4h
HMM HELSINKI,Container Ship,400,61,,2020,,Panama,9863340,,,,,,-,,,193.2°,0.0 kn,14.3 m,At anchor,"Apr 22, 2023 23:22 UTC",357992000,3EEN3,228283,232606,,-,-,-,"Port Said Anch., Egypt","Apr 22, 17:06",-,-,"Tanger Med, Morocco","Apr 14, 07:20","Apr 15, 10:33",1d 3h,"Antwerpen, Belgium","Apr 6, 18:30","Apr 9, 00:39",2d 6h,"Hamburg, Germany","Apr 2, 13:12","Apr 5, 10:21",2d 21h,"Rotterdam Maasvlakte, Netherlands","Mar 29, 02:39","Apr 1, 10:01",3d 7h
HMM DUBLIN,Container Ship,400,61,,2020,,Panama,9863314,,,,,,,,,115.2°,16.5 kn,15.8 m,-,"Apr 17, 2023 22:19 UTC",356429000,3FAE5,228283,232606,,-,-,-,"Port Said Anch., Egypt","Apr 12, 12:07","Apr 13, 01:09",13h 1m,"Tanger Med, Morocco","Apr 3, 14:36","Apr 4, 18:59",1d 4h,"Antwerpen, Belgium","Mar 26, 14:52","Mar 29, 03:48",2d 12h,"Hamburg, Germany","Mar 20, 14:20","Mar 24, 12:41",3d 22h,"Rotterdam Maasvlakte, Netherlands","Mar 16, 11:39","Mar 18, 23:48",2d 12h
HMM HAMBURG,Container Ship,400,61,,2020,,Panama,9863338,,,,,,,,,137.6°,12.0 kn,12.6 m,Under way,"Apr 22, 2023 23:15 UTC",374102000,3EWN5,228283,232606,,-,-,-,"Antwerpen, Belgium","Apr 17, 04:37","Apr 19, 04:06",1d 23h,"Hamburg, Germany","Apr 11, 06:39","Apr 14, 15:20",3d 8h,"Rotterdam Anch. 5, Netherlands","Apr 8, 15:16","Apr 9, 22:47",1d 7h,"Rotterdam Maasvlakte, Netherlands","Apr 5, 22:23","Apr 8, 12:33",2d 14h,"Algeciras, Spain","Apr 1, 08:09","Apr 2, 03:25",19h 16m
HMM LE HAVRE,Container Ship,400,61,,2020,,Panama,9868314,,,,,,-,,,52.9°,0.0 kn,15.0 m,Under way,"Apr 22, 2023 23:27 UTC",352260000,HOLL,228283,232606,,-,-,-,"Yantian, China","Apr 17, 05:53","Apr 18, 13:11",1d 7h,"Kaohsiung, Taiwan","Apr 15, 02:29","Apr 16, 04:35",1d 2h,CNXMN,"Apr 13, 14:34",-,-,"Ningbo, China","Apr 9, 04:11","Apr 10, 19:11",1d 14h,"Hongqiao, China","Mar 23, 22:05","Mar 24, 21:55",23h 50m
HMM COPENHAGEN,Container Ship,400,61,,2020,,Panama,9863302,,,,,,,,,188.9°,16.6 kn,15.1 m,-,"Apr 21, 2023 19:59 UTC",356712000,3EIO3,228283,232606,,-,-,-,"Yantian, China","Apr 20, 07:17","Apr 21, 10:57",1d 3h,"Hongqiao, China","Apr 16, 01:16","Apr 17, 15:23",1d 14h,"Busan New Port, Korea","Apr 13, 01:22","Apr 14, 19:36",1d 18h,"Qingdao, China","Apr 10, 03:06","Apr 11, 07:49",1d 4h,"Tianjin Xingang, China","Apr 5, 22:39","Apr 7, 16:05",1d 17h
HMM ALGECIRAS,Container Ship,400,61,,2020,,Panama,9863297,,,,,,-,,,49.6°,16.1 kn,13.2 m,-,"Apr 20, 2023 02:23 UTC",351297000,3EDF2,228283,232606,,-,-,-,"Singapore, Singapore","Apr 18, 08:13","Apr 19, 23:18",1d 15h,"Port Said Anch., Egypt","Mar 28, 16:38","Mar 29, 00:08",7h 30m,"Tanger Med, Morocco","Mar 20, 03:50","Mar 21, 01:26",21h 36m,"Antwerpen, Belgium","Mar 13, 21:33","Mar 15, 21:20",1d 23h,"Hamburg, Germany","Mar 9, 04:29","Mar 12, 05:20",3d
SYMPHONY OF THE SEAS,Passenger (Cruise) Ship,361,47,,2018,,Bahamas,9744001,,,,,,,,,269°,16.7 kn,9.3 m,Under way,"Apr 22, 2023 23:24 UTC",311000660,C6DF6,228081,18095,-,-,-,-,"Napoli, Italy","Apr 21, 04:17","Apr 21, 17:46",13h 29m,"Civitavecchia, Italy","Apr 20, 04:40","Apr 20, 18:51",14h 10m,"La Spezia, Italy","Apr 19, 05:38","Apr 19, 19:37",13h 59m,"Marseille, France","Apr 18, 06:34","Apr 18, 16:05",9h 31m,"Palma de Mallorca, Spain","Apr 17, 05:20","Apr 17, 14:16",8h 56m
HARMONY OF THE SEAS,Passenger (Cruise) Ship,362,47,,2016,,Bahamas,9682875,,,,,,,,,62.2°,19.0 kn,9.3 m,Under way,"Apr 22, 2023 23:28 UTC",311000396,C6BX8,226963,20236,-,-,-,-,"Miami, United States (USA)","Apr 22, 07:28","Apr 22, 21:12",13h 44m,"Little Stirrup Cay, Bahamas","Apr 21, 10:49","Apr 21, 21:13",10h 23m,"Cozumel, Mexico","Apr 19, 11:12","Apr 19, 22:48",11h 36m,"Costa Maya, Mexico","Apr 17, 11:20","Apr 17, 19:03",7h 43m,"Miami, United States (USA)","Apr 15, 06:37","Apr 15, 21:14",14h 36m
OASIS OF THE SEAS,Passenger (Cruise) Ship,360,60,,2009,,Bahamas,9383936,,,,,,,,,281.4°,20.2 kn,9.3 m,Under way,"Apr 22, 2023 23:14 UTC",311020600,C6XS7,226838,19750,-,-,-,-,"Saint Thomas, US Virgin Islands","Apr 20, 10:02","Apr 20, 19:10",9h 7m,"San Juan, Puerto Rico","Apr 19, 17:27","Apr 20, 01:56",8h 29m,"Miami, United States (USA)","Apr 16, 06:32","Apr 16, 20:55",14h 22m,"Roatan, Honduras","Apr 13, 12:32","Apr 13, 21:20",8h 47m,"Cozumel, Mexico","Apr 12, 11:11","Apr 12, 22:58",11h 46m
ALLURE OF THE SEAS,Passenger (Cruise) Ship,360,60,,2010,,Bahamas,9383948,,,,,,,,,318.8°,21.5 kn,9.3 m,Under way,"Apr 22, 2023 22:53 UTC",311020700,C6XS8,225282,19750,-,-,-,-,"Cozumel, Mexico","Apr 21, 11:11","Apr 21, 22:08",10h 57m,"Galveston, United States (USA)","Apr 16, 10:11","Apr 16, 21:54",11h 43m,"Cozumel, Mexico","Apr 14, 11:08","Apr 14, 22:11",11h 3m,"Roatan, Honduras","Apr 12, 13:19","Apr 12, 22:44",9h 25m,"Galveston, United States (USA)","Apr 9, 10:32","Apr 9, 21:24",10h 51m
EGINA,Offshore Support Vessel,330,61,,2017,,Nigeria,9695896,,,,,,-,,,98°,0.0 kn,13.0 m,-,"Apr 21, 2023 23:33 UTC",657161000,5NMX3,219830,349597,-,-,-,-,,,,,,,,,,,,,,,,,,,,
EVER GLORY,Container Ship,400,59,,2019,,Liberia,9786839,,,,,,-,,,237.5°,0.0 kn,12.5 m,Moored,"Apr 22, 2023 23:27 UTC",636019234,D5TO4,219775,198937,,-,-,-,"Tianjin Xingang, China","Apr 22, 14:45",-,-,"Tanjung Pelepas, Malaysia","Apr 14, 11:54","Apr 16, 04:34",1d 16h,"Port Said Anch., Egypt","Mar 31, 15:32","Apr 1, 01:31",9h 58m,"Piraeus, Greece","Mar 27, 17:16","Mar 29, 14:56",1d 21h,"Rotterdam Maasvlakte, Netherlands","Mar 18, 02:53","Mar 20, 14:23",2d 11h
EVER GLOBE,Container Ship,400,59,-,2019,,Panama,9786841,,,,,,-,,,52°,0.2 kn,16.0 m,At anchor,"Apr 22, 2023 23:28 UTC",354977000,3FWU2,219775,198937,,-,-,-,"As Suways (Suez) Anch., Egypt","Apr 22, 18:42",-,-,"Singapore, Singapore","Apr 9, 06:17","Apr 10, 10:53",1d 4h,"Yantian, China","Apr 3, 04:24","Apr 4, 06:33",1d 2h,"Hongqiao, China","Mar 29, 11:44","Mar 31, 13:48",2d 2h,"Ningbo, China","Mar 27, 03:20","Mar 29, 00:32",1d 21h
EVER GREET,Container Ship,400,59,-,2019,,Panama,9832729,,,,,,,,,83.1°,18.3 kn,12.7 m,Under way,"Apr 22, 2023 22:48 UTC",371829000,3FLF4,219688,198937,,-,-,-,"Rotterdam Maasvlakte, Netherlands","Apr 16, 19:09","Apr 18, 17:20",1d 22h,"Hamburg, Germany","Apr 13, 19:28","Apr 15, 11:53",1d 16h,"Hamburg Anch., Germany","Apr 10, 05:59","Apr 13, 10:19",3d 4h,"Antwerpen, Belgium","Apr 7, 13:46","Apr 9, 04:29",1d 14h,"Piraeus, Greece","Mar 28, 15:56","Mar 29, 17:37",1d 1h
EVER GOVERN,Container Ship,400,59,,2019,,Panama,9832717,,,,,,-,,,218.5°,0.1 kn,13.5 m,Moored,"Apr 22, 2023 23:28 UTC",356582000,HPUI,219688,198937,,-,-,-,"Kaohsiung, Taiwan","Apr 22, 17:26",-,-,"Tanjung Pelepas, Malaysia","Apr 17, 11:37","Apr 18, 04:07",16h 29m,"Colombo, Sri Lanka","Apr 12, 09:28","Apr 12, 18:09",8h 41m,"Port Said Anch., Egypt","Apr 1, 15:52","Apr 2, 01:33",9h 41m,"Rotterdam Maasvlakte, Netherlands","Mar 20, 14:58","Mar 23, 01:04",2d 10h
EVER GENIUS,Container Ship,400,59,,2018,,Panama,9786815,,,,,,,,,216.6°,17.8 kn,14.8 m,Under way,"Apr 22, 2023 23:28 UTC",370121000,3FJU4,219400,199692,,-,-,-,"Hongqiao, China","Apr 20, 04:40","Apr 21, 21:37",1d 16h,"Ningbo, China","Apr 18, 11:16","Apr 19, 14:35",1d 3h,"Tianjin Xingang, China","Apr 13, 02:01","Apr 15, 01:18",1d 23h,"Tanjung Pelepas, Malaysia","Apr 4, 16:55","Apr 6, 03:53",1d 10h,"Port Said Anch., Egypt","Mar 21, 16:30","Mar 22, 02:30",9h 59m
EVER GIFTED,Container Ship,400,59,,2018,,Singapore,9786827,,,,,,,,,294.2°,18.6 kn,15.7 m,Under way,"Apr 22, 2023 13:23 UTC",563068900,9V5825,219352,198886,,-,-,-,"Singapore, Singapore","Apr 17, 09:15","Apr 18, 20:09",1d 10h,"Yantian, China","Apr 12, 16:55","Apr 13, 19:22",1d 2h,"Hongqiao, China","Apr 8, 21:13","Apr 10, 07:08",1d 9h,"Ningbo, China","Apr 7, 01:23","Apr 8, 09:31",1d 8h,"Tianjin Xingang, China","Apr 3, 10:31","Apr 5, 05:37",1d 19h
CMA CGM LOUIS BLERIOT,Container Ship,399,59,,2018,,Malta,9776432,,,,,,,,,309.4°,18.2 kn,15.8 m,-,"Apr 19, 2023 23:56 UTC",248794000,9HA4811,219277,202684,,-,-,-,"Singapore, Singapore","Apr 18, 07:21","Apr 19, 07:32",1d,"Yantian, China","Apr 12, 18:03","Apr 13, 21:45",1d 3h,"Hongqiao, China","Apr 7, 02:20","Apr 8, 12:38",1d 10h,"Ningbo, China","Apr 3, 07:45","Apr 5, 22:29",2d 14h,"Busan New Port, Korea","Mar 30, 11:41","Apr 1, 08:27",1d 20h
CMA CGM JEAN MERMOZ,Container Ship,400,59,,2018,,Malta,9776420,,,,,,,,,115.3°,14.9 kn,13.9 m,-,"Apr 19, 2023 08:03 UTC",248758000,9HA4798,219277,202684,,-,-,-,"Port Said Anch., Egypt","Apr 14, 15:12","Apr 15, 01:44",10h 31m,"Dunkerque, France","Apr 1, 23:20","Apr 5, 16:51",3d 17h,"Rotterdam Maasvlakte, Netherlands","Mar 29, 19:02","Apr 1, 03:26",2d 8h,"Rotterdam Anch. 5, Netherlands","Mar 28, 15:22","Mar 29, 15:40",1d,"Wilhelmshaven, Germany","Mar 27, 00:47","Mar 27, 18:38",17h 50m
CMA CGM ANTOINE DE SAINT EXUPERY,Container Ship,400,59,,2018,,Malta,9776418,,,,,,-,,,10.8°,0.0 kn,6.4 m,-,"Apr 22, 2023 06:55 UTC",229270000,9HA5316,219277,202684,,-,-,-,"Liuheng, China","Mar 30, 07:38","Apr 14, 21:58",15d 14h,"Ningbo, China","Mar 27, 00:36","Mar 28, 01:03",1d,"Yantian, China","Mar 23, 10:35","Mar 24, 11:19",1d,"Port Klang, Malaysia","Mar 16, 13:02","Mar 19, 10:37",2d 21h,"Port Said Anch., Egypt","Mar 3, 15:32","Mar 4, 02:16",10h 44m
EVER GRADE,Container Ship,400,59,,2019,,Panama,9820855,,,,,,,,,85.1°,12.2 kn,14.4 m,Under way,"Apr 22, 2023 23:09 UTC",357463000,3FZS6,219158,198886,,-,-,-,"Rotterdam Maasvlakte, Netherlands","Apr 14, 08:26","Apr 16, 17:27",2d 9h,"Hamburg, Germany","Apr 8, 04:49","Apr 13, 10:47",5d 5h,"Wilhelmshaven Anch., Germany","Apr 5, 06:14","Apr 7, 19:10",2d 12h,"Felixstowe, United Kingdom (UK)","Apr 2, 01:34","Apr 4, 03:42",2d 2h,"Rotterdam Maasvlakte, Netherlands","Mar 30, 02:31","Apr 1, 16:57",2d 14h
EVER GOLDEN,Container Ship,400,59,,2018,,Panama,9811012,,,,,,-,,,254.5°,0.1 kn,10.6 m,Moored,"Apr 22, 2023 23:29 UTC",354654000,H9TK,219079,199692,,-,-,-,"Hamburg, Germany","Apr 22, 15:58",-,-,"Hamburg Anch., Germany","Apr 21, 15:10","Apr 22, 09:20",18h 10m,"Felixstowe, United Kingdom (UK)","Apr 18, 14:20","Apr 20, 09:26",1d 19h,"Rotterdam Maasvlakte, Netherlands","Apr 15, 16:04","Apr 18, 05:19",2d 13h,"As Suways (Suez) Anch., Egypt","Apr 6, 14:34","Apr 7, 05:52",15h 17m
EVER GIVEN,Container Ship,400,59,,2018,,Panama,9811000,,,,,,-,,,263.2°,19.4 kn,16.0 m,Under way,"Apr 22, 2023 23:15 UTC",353136000,H3RC,219079,199489,,-,-,-,"As Suways (Suez) Anch., Egypt","Apr 18, 20:22","Apr 19, 04:02",7h 39m,"Singapore, Singapore","Apr 6, 09:41","Apr 7, 13:36",1d 3h,"Yantian, China","Apr 1, 16:02","Apr 2, 16:52",1d,"Taipei, Taiwan","Mar 30, 08:11","Mar 30, 23:20",15h 8m,"Ningbo, China","Mar 28, 01:45","Mar 29, 04:36",1d 2h
EVER GOODS,Container Ship,400,59,,2018,,Panama,9810991,,,,,,,,,0.9°,16.3 kn,8.2 m,Under way,"Apr 22, 2023 23:25 UTC",371308000,3FRV5,219079,199692,,-,-,-,"Ningbo Anch., China","Apr 22, 11:22","Apr 22, 18:14",6h 52m,"Liuheng, China","Apr 18, 02:26","Apr 21, 05:45",3d 3h,"Daqianmen Island, China","Apr 12, 12:12","Apr 17, 20:18",5d 8h,"Hongqiao, China","Mar 10, 13:04","Mar 11, 13:21",1d,"Qingdao, China","Mar 6, 13:59","Mar 7, 01:02",11h 2m
PFLNG DUA,Offshore Support Vessel,393,64,-,2020,,Malaysia,9739185,,,,,,-,,,256.2°,0.0 kn,13.2 m,-,"Sep 29, 2022 12:30 UTC",533131077,9M2059,218973,185899,-,-,-,-,,,,,,,,,,,,,,,,,,,,
EVER GENTLE,Container Ship,400,59,,2019,,Liberia,9820922,,,,,,-,,,287°,0.0 kn,14.2 m,At anchor,"Apr 22, 2023 23:25 UTC",636019174,D5TG9,217612,199489,,-,-,-,"Port Said Anch., Egypt","Apr 22, 13:17",-,-,"Piraeus, Greece","Apr 18, 10:09","Apr 20, 12:16",2d 2h,"Rotterdam Maasvlakte, Netherlands","Apr 8, 20:37","Apr 11, 06:30",2d 9h,"Hamburg, Germany","Apr 5, 15:51","Apr 7, 23:52",2d 8h,"Antwerpen, Belgium","Apr 2, 13:09","Apr 4, 12:54",1d 23h
MSC WORLD EUROPA,Passenger (Cruise) Ship,333,54,-,2022,-,Malta,9837420,,,,,,,,,51.8°,18.4 kn,9.2 m,Under way,"Apr 22, 2023 23:30 UTC",256070000,9HA5682,215863,18000,-,-,-,-,"Marseille, France","Apr 22, 02:57","Apr 22, 16:05",13h 7m,"Barcelona, Spain","Apr 21, 05:05","Apr 21, 16:56",11h 50m,"Valletta, Malta","Apr 19, 04:38","Apr 19, 15:24",10h 46m,"Messina, Italy","Apr 18, 05:46","Apr 18, 17:20",11h 34m,"Napoli, Italy","Apr 17, 08:27","Apr 17, 18:25",9h 58m
COSCO SHIPPING PLANET,Container Ship,400,59,,2019,,Hong Kong,9795660,,,,,,-,,,253.1°,0.0 kn,12.1 m,-,"Apr 22, 2023 01:09 UTC",477345900,VRSU6,215553,198195,,-,-,-,"Hongqiao, China","Apr 22, 00:20",-,-,"Qingdao, China","Apr 18, 21:54","Apr 20, 22:49",2d,"Port Klang, Malaysia","Apr 11, 02:34","Apr 12, 13:56",1d 11h,"Port Klang Anch., Malaysia","Apr 10, 22:32","Apr 11, 02:23",3h 50m,"Khalifa, United Arab Emirates (UAE)","Apr 2, 01:24","Apr 3, 01:24",23h 59m
COSCO SHIPPING SOLAR,Container Ship,400,59,,2019,,Hong Kong,9795646,,,,,,-,,,314.5°,0.0 kn,14.6 m,Moored,"Apr 22, 2023 23:29 UTC",477302900,VRSO4,215553,197820,,-,-,-,"Piraeus, Greece","Apr 20, 12:47",-,-,"As Suways (Suez) Anch., Egypt","Apr 15, 16:10","Apr 16, 03:00",10h 50m,"Singapore, Singapore","Apr 3, 22:36","Apr 4, 18:25",19h 48m,"Ningbo, China","Mar 29, 02:48","Mar 30, 08:43",1d 5h,"Ningbo Anch., China","Mar 27, 05:18","Mar 29, 00:55",1d 19h
COSCO SHIPPING STAR,Container Ship,400,59,,2019,,Hong Kong,9795658,,,,,,,,,319.5°,10.4 kn,14.4 m,Under way,"Apr 22, 2023 22:52 UTC",477318200,VRSQ4,215553,197976,,-,-,-,"Xiamen, China","Apr 21, 08:31","Apr 22, 05:41",21h 9m,"Ningbo, China","Apr 18, 12:27","Apr 20, 03:17",1d 14h,"Hongqiao, China","Apr 16, 04:54","Apr 17, 18:18",1d 13h,"Yantian, China","Apr 11, 16:32","Apr 13, 01:10",1d 8h,"Singapore, Singapore","Apr 5, 21:17","Apr 6, 21:24",1d
COSCO SHIPPING NEBULA,Container Ship,400,59,,2018,,Hong Kong,9795622,,,,,,,,,155.1°,16.6 kn,15.3 m,-,"Apr 15, 2023 04:23 UTC",477194400,VRRW8,215553,197902,,-,-,-,"Port Said Anch., Egypt","Apr 11, 18:02","Apr 12, 02:49",8h 47m,"Piraeus, Greece","Apr 8, 10:36","Apr 9, 20:07",1d 9h,"Valencia, Spain","Apr 3, 12:41","Apr 4, 19:52",1d 7h,"Zeebrugge, Belgium","Mar 27, 20:54","Mar 29, 06:04",1d 9h,"Hamburg, Germany","Mar 24, 17:49","Mar 26, 17:41",1d 23h
COSCO SHIPPING UNIVERSE,Container Ship,400,59,,2018,,Hong Kong,9795610,,,,,,,,,113.3°,18.3 kn,13.5 m,-,"Apr 18, 2023 05:27 UTC",477157400,VRRP4,215553,198485,,-,-,-,"Port Said Anch., Egypt","Apr 14, 14:31","Apr 15, 01:35",11h 4m,"Antwerpen, Belgium","Apr 4, 17:54","Apr 6, 12:47",1d 18h,"Schouwenbank Anch., Netherlands","Apr 2, 08:26","Apr 4, 11:10",2d 2h,"Hamburg, Germany","Mar 29, 08:29","Apr 1, 06:14",2d 21h,"Rotterdam Maasvlakte, Netherlands","Mar 25, 20:01","Mar 28, 08:48",2d 12h
COSCO SHIPPING GALAXY,Container Ship,400,59,,2019,,Hong Kong,9795634,,,,,,-,,,162.2°,0.0 kn,11.3 m,Moored,"Apr 22, 2023 23:25 UTC",477269300,VRSJ9,215553,198070,,-,-,-,"Hongqiao, China","Apr 22, 22:20",-,-,"Yantian, China","Apr 18, 15:04","Apr 19, 18:45",1d 3h,"Singapore, Singapore","Apr 13, 09:29","Apr 14, 06:49",21h 19m,"Port Said Anch., Egypt","Mar 27, 17:06","Mar 28, 02:09",9h 3m,"Wilhelmshaven, Germany","Mar 15, 00:03","Mar 15, 21:12",21h 8m
MARSEILLE MAERSK,Container Ship,399,59,,2018,,Denmark,9778844,,,,,,,,,117.9°,16.6 kn,16.3 m,-,"Apr 17, 2023 16:43 UTC",219854000,OWPU2,214286,190326,,-,-,-,"Port Said Anch., Egypt","Apr 13, 20:53","Apr 14, 01:51",4h 57m,"Tanger Med, Morocco","Apr 8, 13:11","Apr 9, 12:40",23h 28m,"Wilhelmshaven, Germany","Apr 2, 23:37","Apr 4, 16:42",1d 17h,"Bremerhaven, Germany","Apr 1, 03:18","Apr 2, 19:47",1d 16h,"Aarhus, Denmark","Mar 29, 02:21","Mar 30, 14:46",1d 12h
MADRID MAERSK,Container Ship,399,59,,2017,,Denmark,9778791,,,,,,-,,,241.4°,0.0 kn,16.9 m,Moored,"Apr 22, 2023 23:30 UTC",219836000,OWMD2,214286,190326,,-,-,-,"Rotterdam Maasvlakte, Netherlands","Apr 22, 20:33",-,-,"As Suways (Suez) Anch., Egypt","Apr 14, 21:31","Apr 15, 03:55",6h 24m,"Tanjung Pelepas, Malaysia","Apr 2, 22:35","Apr 4, 06:48",1d 8h,"Hongqiao, China","Mar 27, 03:05","Mar 28, 03:00",23h 54m,"Ningbo, China","Mar 24, 06:10","Mar 26, 01:10",1d 18h
MANCHESTER MAERSK,Container Ship,399,59,,2018,,Denmark,9780445,,,,,,-,,,274.3°,0.1 kn,12.6 m,At anchor,"Apr 22, 2023 23:31 UTC",219034000,OWAV2,214286,190326,,-,-,-,"Rotterdam Anch. 5, Netherlands","Apr 22, 10:26",-,-,"Bremerhaven, Germany","Apr 20, 10:32","Apr 21, 12:27",1d 1h,"Gdansk, Poland","Apr 15, 11:23","Apr 18, 06:28",2d 19h,"Bremerhaven, Germany","Apr 11, 02:03","Apr 12, 13:58",1d 11h,"Algeciras, Spain","Apr 4, 20:40","Apr 5, 15:29",18h 49m
MOSCOW MAERSK,Container Ship,399,59,,2017,,Denmark,9778818,,,,,,-,,,325.3°,0.0 kn,12.6 m,Moored,"Apr 22, 2023 23:31 UTC",219864000,OWCM2,214286,190326,,-,-,-,"Gdansk, Poland","Apr 21, 14:58",-,-,"Bremerhaven, Germany","Apr 17, 08:46","Apr 18, 20:54",1d 12h,"Algeciras, Spain","Apr 12, 18:17","Apr 13, 12:31",18h 14m,"As Suways (Suez) Anch., Egypt","Apr 7, 19:19","Apr 8, 03:46",8h 27m,"Tanjung Pelepas, Malaysia","Mar 26, 19:35","Mar 28, 04:06",1d 8h
MILAN MAERSK,Container Ship,399,59,,2017,,Denmark,9778820,,,,,,-,,,60°,0.0 kn,12.0 m,Moored,"Apr 22, 2023 23:31 UTC",219861000,OWGK2,214286,190326,,-,-,-,"Bremerhaven, Germany","Apr 22, 09:38",-,-,"Aarhus, Denmark","Apr 18, 23:25","Apr 20, 18:44",1d 19h,"Goteborg, Sweden","Apr 17, 01:08","Apr 18, 14:27",1d 13h,"Goteborg Anch., Sweden","Apr 15, 16:56","Apr 17, 00:05",1d 7h,"Bremerhaven, Germany","Apr 13, 02:28","Apr 14, 11:05",1d 8h
MONACO MAERSK,Container Ship,399,59,,2017,,Denmark,9778832,,,,,,-,,,210°,0.1 kn,16.7 m,At anchor,"Apr 22, 2023 23:30 UTC",219863000,OWNL2,214286,190326,,-,-,-,"Port Said Anch., Egypt","Apr 22, 17:13",-,-,"Tanger Med, Morocco","Apr 17, 08:07","Apr 18, 11:10",1d 3h,"Bremerhaven, Germany","Apr 9, 11:18","Apr 12, 01:03",2d 13h,"Wilhelmshaven Anch., Germany","Apr 8, 07:59","Apr 9, 07:34",23h 35m,"Aarhus, Denmark","Apr 5, 02:18","Apr 6, 13:10",1d 10h
